Property_ID,Type,City,Size_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Price,Rental_Price,Neighborhood,Status
9926,Apartment,San Francisco,4678,3,1,1960,1740574.126,3810.226741,Mission District,Sold
9927,House,Seattle,4034,5,3,1958,1023100.222,6055.563011,Queen Anne,Rented
9928,Apartment,Los Angeles,2553,3,3,1956,1692125.756,7442.229722,Santa Monica,Rented
9929,Apartment,Los Angeles,2199,3,3,1995,556635.8288,5981.753335,Hollywood,Rented
9930,Townhouse,Los Angeles,4963,1,2,1986,1869483.179,5111.55271,Santa Monica,Sold
9931,Condo,Seattle,3018,1,2,1998,1306282.204,5799.196092,Downtown,Available
9932,Condo,New York,2237,2,2,1957,1060724.495,6051.173808,Queens,Sold
9933,Townhouse,Chicago,2430,4,1,2010,1256790.351,4265.033656,The Loop,Rented
9934,Townhouse,San Francisco,869,4,3,1985,1842477.12,6768.65245,SoMa,Available
9935,Apartment,Chicago,2759,5,1,1951,750840.2076,4659.104536,The Loop,Sold
9936,House,Los Angeles,4873,2,3,1994,567075.818,5245.237876,Beverly Hills,Sold
9937,Condo,Chicago,839,4,1,1955,566299.6565,3675.998944,Lincoln Park,Sold
9938,House,New York,3362,3,2,1986,1948186.183,7647.065677,Manhattan,Sold
9939,House,Miami,1113,3,3,2006,741242.174,4363.031299,South Beach,Sold
9940,Townhouse,Miami,1603,4,2,1968,1779387.554,2099.109605,Little Havana,Available
9941,House,San Francisco,4277,3,2,2001,361160.971,2888.82021,SoMa,Sold
9942,Apartment,San Francisco,1292,3,3,1980,918176.8122,1608.454926,Mission District,Sold
9943,Townhouse,Chicago,566,5,1,1996,1276573.794,1438.553967,Lincoln Park,Sold
9944,House,San Francisco,4810,3,2,1988,1930675.602,7484.294311,Mission District,Sold
9945,Townhouse,Seattle,4295,4,2,2000,1386868.977,5487.598853,Queen Anne,Sold
9946,Apartment,New York,1070,1,3,2004,103722.7442,504.3823026,Bronx,Sold
9947,Apartment,Los Angeles,1039,3,3,1970,1544271.635,6593.545658,Beverly Hills,Sold
9948,House,Los Angeles,616,4,1,1982,1334631.008,4480.661719,Beverly Hills,Rented
9949,Townhouse,Chicago,2698,3,2,1970,451793.6581,1321.126717,Hyde Park,Rented
9950,House,Los Angeles,3531,2,2,1959,1278858.068,3899.69405,Beverly Hills,Rented
9951,House,Chicago,3956,5,1,1953,1858704.62,3243.200383,The Loop,Rented
9952,Townhouse,San Francisco,3551,1,3,1997,108581.6213,2902.298729,Downtown,Rented
9953,House,San Francisco,2981,3,3,2006,1951359.703,3973.805403,Mission District,Rented
9954,Apartment,Seattle,2867,4,3,1961,662810.8376,5304.291549,Capitol Hill,Sold
9955,Townhouse,Seattle,2134,1,1,1959,1254259.747,4525.635542,Capitol Hill,Rented
9956,Townhouse,New York,741,3,3,2016,627390.7218,2614.120083,Brooklyn,Sold
9957,Townhouse,Los Angeles,964,2,3,1957,1488683.814,5926.715529,Beverly Hills,Sold
9958,Townhouse,Seattle,2750,4,1,2018,1080089.189,7915.582556,Capitol Hill,Rented
9959,House,New York,2378,5,2,1971,599556.7069,7744.959037,Manhattan,Rented
9960,House,Miami,3034,3,2,1984,1056497.025,7974.738054,Downtown,Rented
9961,Apartment,Seattle,2405,4,1,1953,768108.2369,4154.409021,Queen Anne,Available
9962,Condo,New York,4309,3,3,1965,574359.8119,825.0995442,Queens,Sold
9963,Condo,Chicago,1071,5,3,1986,1226312.874,5963.584043,Lincoln Park,Rented
9964,Apartment,Chicago,3208,2,2,1971,1312668.878,5477.047733,Lincoln Park,Rented
9965,Condo,New York,4141,5,3,2011,366926.2151,7752.512239,Brooklyn,Sold
9966,Apartment,San Francisco,4004,5,2,1999,1865401.202,3282.407398,Mission District,Sold
9967,House,Miami,4119,5,2,2009,112638.7971,7955.900543,Downtown,Rented
9968,Townhouse,New York,1156,1,3,1976,626176.3857,992.6007319,Manhattan,Rented
9969,Townhouse,Seattle,3651,4,2,2001,752359.6338,3192.312937,Capitol Hill,Sold
9970,House,San Francisco,1448,3,2,1989,226235.9743,6051.106064,Mission District,Rented
9971,Townhouse,New York,4610,2,1,2021,271005.5989,5114.154374,Bronx,Sold
9972,Townhouse,Los Angeles,3522,3,3,2020,1710132.497,2043.443321,Beverly Hills,Sold
9973,Condo,Seattle,806,1,1,1979,787490.1835,3179.370397,Queen Anne,Sold
9974,House,Seattle,1204,2,3,2001,793975.5217,1716.943207,Downtown,Available
9975,Condo,Chicago,4992,1,3,1987,1408351.614,7958.73874,The Loop,Rented
9976,Condo,Los Angeles,1177,3,3,1964,1476137.694,4357.902513,Hollywood,Rented
9977,Townhouse,Los Angeles,3412,2,3,1977,1094332.9675,7004.365021,Beverly Hills,Available
9978,Townhouse,Seattle,4493,3,2,2008,990949.8859,3454.264011,Queen Anne,Sold
9979,House,Miami,710,4,1,1989,1442697.594,2330.710345,Downtown,Available
9980,Townhouse,San Francisco,4994,1,1,2022,1855500.602,4159.592466,SoMa,Sold
9981,Townhouse,Chicago,1896,4,2,1954,356166.9977,6270.77517,Lincoln Park,Rented
9982,House,Los Angeles,3960,4,1,1988,1192185.061,7325.742733,Hollywood,Rented
9983,Townhouse,Chicago,4853,3,1,2005,1769594.025,1946.672338,Lincoln Park,Sold
9984,Condo,Seattle,2662,3,3,1984,1934837.1,1459.35505,Downtown,Rented
9985,House,San Francisco,4929,5,3,1966,267101.321,1708.277435,SoMa,Rented
9986,Other,New York,4944,5,3,1968,1904667.213,2775.815869,Queens,Rented
9987,Apartment,Los Angeles,2780,2,3,1967,1480263.41,4990.424937,Santa Monica,Sold
9988,House,San Francisco,3648,3,2,1951,1476823.664,6032.374736,Mission District,Available
9989,House,Chicago,4580,1,2,2015,380387.677,3235.15922,Lincoln Park,Sold
9990,Apartment,Seattle,1327,3,2,1998,1194075.916,7392.375511,Capitol Hill,Sold
9991,Townhouse,San Francisco,3155,3,1,1981,781286.7797,3953.274743,Downtown,Sold
9992,Townhouse,New York,2645,4,3,1987,1212570.612,4162.731093,Queens,Sold
9993,House,San Francisco,4201,4,1,1975,1062526.173,7147.405717,SoMa,Available
9994,House,Seattle,999,5,3,2002,448452.2843,968.425368,Queen Anne,Sold
9995,Townhouse,Chicago,3178,2,3,1999,390615.4004,5065.280068,Hyde Park,Rented
9996,Townhouse,Los Angeles,1561,2,1,2021,778000.1598,4701.567906,Beverly Hills,Sold
9997,Condo,Los Angeles,3996,3,1,2018,1320409.695,3507.37523,Beverly Hills,Rented
9998,House,Miami,4722,1,1,1981,1380224.311,3739.026424,Downtown,Sold
9999,House,Chicago,1626,4,2,2021,1256771.502,5667.593592,Hyde Park,Sold
10000,Apartment,Miami,2489,1,1,1971,1714000.761,4767.957869,South Beach,Sold
10001,Condo,Miami,3024,4,2,1996,1496229.584,5416.229096,Downtown,Rented
10002,Townhouse,Seattle,3800,3,1,1950,1058942.593,3801.352949,Capitol Hill,Available
10003,Condo,Seattle,3270,2,2,1987,1016788.746,3518.965718,Queen Anne,Sold
10004,Townhouse,Seattle,4680,3,1,2004,1615636.281,4394.32121,Queen Anne,Sold
10005,Townhouse,New York,1882,4,2,1955,1779540.841,3694.34835,Queens,Rented
10006,Condo,Chicago,4667,2,1,1969,1713260.977,6839.143802,Lincoln Park,Sold
10007,House,Los Angeles,3666,1,3,2011,1043057.327,7041.547516,Beverly Hills,Rented
10008,Townhouse,Chicago,3135,1,1,1967,1200464.918,1053.962689,Hyde Park,Sold
10009,Condo,Seattle,1529,5,1,2020,1593993.743,943.2253586,Downtown,Available
10010,Apartment,New York,2118,1,3,1981,1200805.154,2666.498153,Brooklyn,Available
10011,Condo,Chicago,4747,5,3,1973,527242.5921,1145.947603,Lincoln Park,Rented
10012,Apartment,Chicago,4128,2,2,2003,1784922.673,4548.747946,Lincoln Park,Sold
10013,Townhouse,Miami,1735,3,3,2000,1037390.952,659.4738861,Downtown,Sold
10014,Condo,Chicago,3130,3,2,1961,1965926.586,6386.893345,Hyde Park,Sold
10015,Condo,Miami,4483,2,1,2017,1151170.642,5367.722146,South Beach,Rented
10016,Apartment,Miami,1905,2,3,1983,835179.008,2088.422938,Downtown,Rented
10017,Condo,San Francisco,4737,4,2,2010,505254.5881,2971.482164,Mission District,Available
10018,Condo,Seattle,2047,1,1,2012,755319.4768,2791.982517,Queen Anne,Sold
10019,Townhouse,New York,2384,1,2,2022,519162.393,7419.398941,Manhattan,Sold
10020,Condo,Miami,2684,1,1,1988,1851099.08,7152.870558,Downtown,Available
10021,House,Chicago,718,5,2,1986,1240938.011,4732.48278,The Loop,Sold
10022,Apartment,Miami,4850,1,1,1961,1658356.662,3230.131975,Little Havana,Sold
10023,Condo,Miami,1311,4,1,1965,495759.6233,3963.220775,South Beach,Rented
10024,Apartment,Miami,769,3,2,1968,217946.3595,4759.219232,Little Havana,Sold
10025,Apartment,Los Angeles,3705,3,1,1950,895918.4871,4194.208667,Santa Monica,Sold
10026,Apartment,Los Angeles,1686,5,2,2014,1878841.65,969.0783975,Beverly Hills,Rented
10027,Condo,Los Angeles,2233,4,1,1968,1076444.614,3970.905268,Beverly Hills,Rented
10028,Condo,Los Angeles,3467,2,3,2001,1598329.244,7400.81432,Beverly Hills,Sold
10029,Apartment,San Francisco,572,3,3,1993,212480.857,3564.162518,SoMa,Rented
10030,House,Miami,4561,4,2,1993,413849.0589,5757.988487,South Beach,Available
10031,Apartment,San Francisco,1130,2,3,1951,1486902.967,7977.941582,Mission District,Sold
10032,House,Chicago,3342,5,3,1953,500870.4282,4643.558418,The Loop,Rented
10033,Apartment,Seattle,1377,1,1,1968,141862.5203,4125.880118,Downtown,Available
10034,Townhouse,New York,1256,4,3,1994,516859.1862,2523.075824,Manhattan,Sold
10035,Apartment,San Francisco,3165,3,2,1982,1492281.225,2219.428193,SoMa,Rented
10036,Apartment,Los Angeles,4793,5,2,1966,1077022.8075,4667.913998,Beverly Hills,Rented
10037,Condo,Los Angeles,1950,4,1,2006,1139733.283,5571.178618,Hollywood,Sold
10038,House,Chicago,3040,5,3,1966,879818.1881,3708.923048,Hyde Park,Sold
10039,Townhouse,Miami,581,2,1,1953,1080802.707,513.3236962,Downtown,Rented
10040,House,New York,1831,4,3,1957,509542.3428,4701.212888,Bronx,Rented
10041,Townhouse,San Francisco,2222,1,3,1986,451782.5741,4787.079319,Mission District,Sold
10042,Apartment,Miami,856,2,3,1951,1443635.91,1048.330262,Little Havana,Sold
10043,Condo,Miami,1819,1,1,1975,1709474.153,1261.86222,South Beach,Rented
10044,Condo,Seattle,1079,5,1,1990,551300.4482,2784.327285,Downtown,Rented
10045,House,Seattle,4895,1,3,1962,427794.389,4985.316057,Downtown,Sold
10046,Condo,San Francisco,1145,2,2,1973,1019129.847,1824.660949,Mission District,Sold
10047,Other,San Francisco,2733,2,3,2022,1883696.806,3082.010236,SoMa,Sold
10048,Other,San Francisco,3131,2,2,2011,505878.0352,1604.029469,Downtown,Sold
10049,Townhouse,San Francisco,3799,5,3,2014,1410941.726,3017.256837,Mission District,Rented
10050,House,Los Angeles,807,3,3,1980,321805.8201,5962.959495,Hollywood,Available
10051,Townhouse,Miami,733,5,2,1967,1354502.317,3301.559732,Downtown,Sold
10052,Condo,Miami,1534,2,2,1964,564585.8466,6630.973089,Downtown,Sold
10053,House,Los Angeles,2722,5,1,1973,1690637.709,7455.77097,Hollywood,Sold
10054,House,Miami,3320,4,2,2014,144129.1225,2804.133414,Little Havana,Sold
10055,Apartment,San Francisco,2235,4,3,1964,1050489.847,5162.121976,SoMa,Sold
10056,House,New York,4777,3,1,2000,1360300.218,2468.612926,Queens,Rented
10057,House,Seattle,1441,5,3,1969,1512657.475,4766.561384,Queen Anne,Rented
10058,Apartment,Seattle,849,5,1,2001,1810670.015,1394.546193,Capitol Hill,Rented
10059,Other,Miami,3186,4,3,1954,1289119.804,5017.55725,Downtown,Sold
10060,Condo,New York,1905,2,2,2003,344350.9167,1794.855121,Brooklyn,Rented
10061,House,Seattle,4127,1,3,1986,1474683.462,3452.216202,Queen Anne,Available
10062,Condo,New York,2045,2,3,2011,1103290.103,2275.39242,Brooklyn,Available
10063,Condo,Los Angeles,4820,3,1,1960,289272.7043,6466.542762,Santa Monica,Sold
10064,Apartment,Chicago,2251,1,2,1991,366671.7845,1862.786832,Lincoln Park,Sold
10065,Townhouse,Miami,2246,2,2,1955,1673911.016,7725.14461,South Beach,Rented
10066,Condo,Los Angeles,4881,5,3,1994,1174522.112,1392.940545,Santa Monica,Rented
10067,Townhouse,Los Angeles,1854,5,3,2006,399866.251,3603.800069,Santa Monica,Sold
10068,House,New York,4132,4,1,1988,1598086.328,6261.669922,Brooklyn,Rented
10069,Apartment,Miami,4788,5,1,1986,1214310.86,1378.330654,Little Havana,Sold
10070,House,Los Angeles,1668,5,2,1989,418027.7624,2858.14448,Beverly Hills,Rented
10071,Other,San Francisco,4544,3,2,2007,954569.3764,3896.010687,Downtown,Rented
10072,Apartment,Los Angeles,3085,1,1,1956,1864976.521,6217.324562,Santa Monica,Sold
10073,House,San Francisco,1400,2,1,1989,1527818.934,6405.412247,SoMa,Sold
10074,Apartment,Chicago,3841,2,3,1984,835011.0881,6916.51759,Lincoln Park,Rented
10075,Townhouse,San Francisco,4646,3,3,1963,110030.0849,2798.284413,Mission District,Available
10076,House,San Francisco,627,1,1,1958,529332.5434,614.8890411,SoMa,Rented
10077,Apartment,New York,2175,5,1,2018,443599.9254,5896.257516,Queens,Sold
10078,Condo,Los Angeles,2277,3,1,1988,817630.4216,1797.900618,Beverly Hills,Rented
10079,House,Chicago,733,5,3,1994,1776770.993,3425.391651,Lincoln Park,Sold
10080,Townhouse,Los Angeles,2995,2,2,2010,441982.3867,6536.471592,Hollywood,Sold
10081,Apartment,San Francisco,1083,3,1,1999,194513.0658,5078.402124,Downtown,Sold
10082,House,Seattle,1966,3,3,1989,349529.6714,7051.129578,Queen Anne,Rented
10083,House,San Francisco,1002,3,2,1977,947806.8225,5397.319983,Mission District,Rented
10084,House,Los Angeles,4880,2,1,1985,228211.2828,3368.956098,Santa Monica,Sold
10085,Townhouse,Chicago,1655,2,2,1959,1008036.7915,748.9792779,Lincoln Park,Rented
10086,Apartment,Seattle,1999,4,3,2010,620415.7878,610.6314309,Queen Anne,Rented
10087,Condo,Chicago,1435,2,3,2017,812309.3694,2387.852555,Lincoln Park,Rented
10088,Condo,New York,3091,2,1,1986,396517.692,5349.866192,Bronx,Sold
10089,Condo,San Francisco,855,5,2,1973,1516879.675,5855.971084,SoMa,Rented
10090,Apartment,San Francisco,2494,2,2,1983,824579.1928,3081.410401,Downtown,Sold
10091,Condo,New York,1945,1,2,1950,318737.4597,6843.328434,Manhattan,Rented
10092,Townhouse,Los Angeles,3159,5,2,1970,786938.3582,7575.146312,Hollywood,Sold
10093,Apartment,San Francisco,3780,4,3,2020,1968700.546,2736.501795,Downtown,Sold
10094,House,Los Angeles,4474,1,2,1993,1456506.334,3138.975619,Santa Monica,Rented
10095,Townhouse,Chicago,3004,4,1,1989,1751661.736,3540.28513,The Loop,Sold
10096,House,Seattle,2646,3,3,2001,1794721.414,2584.117484,Capitol Hill,Sold
10097,Condo,Seattle,1710,3,1,1950,1142775.303,5349.63518,Queen Anne,Sold
10098,Townhouse,Seattle,1129,3,2,2002,1158066.161,7317.455396,Queen Anne,Rented
10099,Apartment,Miami,3217,2,2,2016,1822650.797,3706.152408,Downtown,Sold
10100,Townhouse,New York,1994,2,3,1982,1759231.317,1850.414032,Bronx,Rented
10101,House,Seattle,1607,5,2,1960,1021093.782,1964.352465,Queen Anne,Rented
10102,Apartment,San Francisco,3577,1,1,1990,1661724.214,5913.698775,Mission District,Sold
10103,Townhouse,New York,3934,1,3,2017,1508655.253,6006.496209,Manhattan,Rented
10104,Townhouse,Chicago,3554,3,2,1998,684886.7279,4069.606905,The Loop,Sold
10105,Townhouse,Chicago,3315,3,1,2009,329492.6565,6205.266055,The Loop,Rented
10106,Townhouse,Chicago,4281,2,2,1995,1462677.754,4330.898551,Lincoln Park,Sold
10107,Apartment,Chicago,2535,4,2,1965,1820691.424,2787.093714,Lincoln Park,Sold
10108,House,Miami,669,1,2,1983,1959209.703,1546.446138,South Beach,Sold
10109,Townhouse,Los Angeles,4331,1,2,1973,192857.9151,4371.214046,Hollywood,Available
10110,Apartment,Los Angeles,2796,4,1,1957,1309999.14,6769.969158,Beverly Hills,Rented
10111,House,Seattle,3287,1,3,2017,1272966.561,7442.746873,Downtown,Sold
10112,Townhouse,Miami,3815,1,1,1979,801403.4425,954.995998,South Beach,Available
10113,House,Los Angeles,1131,2,1,2002,1149866.707,7388.016309,Santa Monica,Rented
10114,House,Chicago,1304,1,3,2002,966013.9378,1834.865695,Hyde Park,Rented
10115,Other,Los Angeles,3534,3,3,2014,1856714.588,5034.294822,Beverly Hills,Sold
10116,House,New York,3587,3,2,1976,668395.1487,3776.535998,Bronx,Sold
10117,Apartment,Seattle,4980,5,2,1962,440686.2764,5756.854097,Queen Anne,Rented
10118,Townhouse,Los Angeles,3912,2,1,1956,1378953.513,4473.884117,Beverly Hills,Sold
10119,House,New York,4369,2,2,1976,643087.6499,3422.969452,Queens,Sold
10120,House,San Francisco,1291,3,3,1985,205823.7778,1034.143018,SoMa,Rented
10121,Condo,New York,4641,2,3,2016,1622831.669,698.4558712,Brooklyn,Rented
10122,Townhouse,New York,3051,2,2,2005,716678.4051,2280.960015,Queens,Rented
10123,Townhouse,Chicago,4341,5,1,1963,1985745.837,6093.190855,Lincoln Park,Sold
10124,Condo,Chicago,3714,4,2,1950,692862.4017,5134.552517,Hyde Park,Available
10125,Condo,Seattle,3856,1,3,1988,1155780.289,3634.358323,Downtown,Rented
10126,Apartment,Chicago,3072,5,3,1968,406119.6345,4515.401954,Lincoln Park,Sold
10127,Apartment,New York,4404,4,1,2016,1112459.175,4931.208475,Bronx,Sold
10128,Other,Miami,2594,1,3,1996,603566.6571,1028.572991,Little Havana,Sold
10129,Other,Chicago,1115,3,1,2000,1396114.724,2920.598815,The Loop,Sold
10130,House,Chicago,4493,4,1,2014,154009.676,7095.041645,Hyde Park,Available
10131,House,New York,4796,1,2,1956,1428234.497,6000.694556,Brooklyn,Rented
10132,Apartment,San Francisco,2801,5,2,1996,1083648.221,1147.85074,Downtown,Rented
10133,Townhouse,San Francisco,2730,1,1,1956,822030.0203,2570.362905,Downtown,Sold
10134,House,Los Angeles,2072,2,2,2022,222683.8655,2016.211154,Santa Monica,Available
10135,Townhouse,Seattle,3528,1,3,2007,218593.8984,3363.762971,Capitol Hill,Rented
10136,House,San Francisco,3037,3,1,2005,1605126.173,7867.546644,SoMa,Rented
10137,Condo,Chicago,1004,5,1,2018,1507263.553,4828.038057,The Loop,Available
10138,House,Miami,2445,4,2,1983,984747.3026,1685.094316,Little Havana,Rented
10139,House,Los Angeles,2361,1,1,1997,113094.4749,6389.785723,Hollywood,Rented
10140,House,Seattle,4222,5,1,1987,1644837.651,4896.041127,Downtown,Rented
10141,Apartment,Miami,4183,3,1,1989,1364558.195,6963.860988,South Beach,Sold
10142,Condo,Miami,903,4,2,1978,245945.7767,4147.435545,Downtown,Rented
10143,House,Chicago,4831,1,1,1986,625433.3077,7178.196008,The Loop,Sold
10144,House,New York,2119,3,1,1956,228819.7016,6918.462678,Brooklyn,Sold
10145,Townhouse,New York,3406,2,1,1988,1752690.978,976.0631242,Manhattan,Rented
10146,Condo,New York,3513,5,2,1967,1057161.437,6683.198072,Bronx,Rented
10147,House,San Francisco,4116,5,1,1959,811066.8678,1384.188038,Mission District,Rented
10148,Townhouse,New York,2069,1,1,2005,1086948.085,1320.597634,Queens,Sold
10149,Townhouse,Seattle,4216,3,2,1972,1517048.089,1701.402777,Capitol Hill,Sold
10150,Apartment,Chicago,639,4,1,2005,1340770.2,7402.15903,The Loop,Rented
10151,Townhouse,San Francisco,2343,4,1,1982,1674792.359,4212.697367,SoMa,Available
10152,House,Seattle,3878,4,1,1994,1229390.371,2909.312061,Capitol Hill,Sold
10153,Apartment,New York,3464,4,1,1983,105804.7102,914.0794424,Queens,Sold
10154,Apartment,Seattle,3669,1,1,1955,358679.516,1375.435091,Downtown,Sold
10155,House,Miami,2672,1,3,1959,1747654.551,1919.270108,South Beach,Rented
10156,Condo,Chicago,3920,5,1,2016,342864.7453,1893.479085,The Loop,Rented
10157,Townhouse,Chicago,3543,3,3,1987,1277228.883,1104.952361,Lincoln Park,Sold
10158,Apartment,Seattle,1749,2,3,1993,491403.7072,1103.673394,Capitol Hill,Sold
10159,Condo,Los Angeles,3197,1,3,1958,1924887.684,2734.756711,Beverly Hills,Sold
10160,House,Chicago,3253,4,3,2017,528188.127,4604.719132,Hyde Park,Rented
10161,Townhouse,Miami,4934,2,3,1979,787538.0338,4806.095064,South Beach,Sold
10162,Townhouse,Chicago,4384,5,2,2011,1570085.805,2661.250923,Hyde Park,Sold
10163,Apartment,Los Angeles,594,4,2,1982,1350436.073,1101.4467,Hollywood,Sold
10164,Townhouse,Chicago,4791,3,2,1961,711077.1342,5064.626513,Hyde Park,Rented
10165,Townhouse,Chicago,4787,2,3,2013,1426153.346,5421.390558,Hyde Park,Sold
10166,Townhouse,Los Angeles,2175,5,1,1984,1961858.113,5736.440033,Santa Monica,Sold
10167,Townhouse,Chicago,512,1,1,2011,375434.7446,7458.670715,The Loop,Rented
10168,House,Seattle,2801,3,1,1966,556829.8909,772.621877,Downtown,Rented
10169,Condo,San Francisco,4583,4,1,1983,953194.8738,2078.085229,SoMa,Rented
10170,House,Seattle,872,2,2,2010,695535.7314,4789.121176,Downtown,Rented
10171,House,Chicago,4989,5,3,2011,702038.0974,575.2214801,The Loop,Sold
10172,Apartment,New York,917,2,2,1959,915170.4185,879.3833944,Brooklyn,Rented
10173,Townhouse,New York,1316,3,1,1999,1600393.491,3454.040493,Bronx,Sold
10174,House,San Francisco,2303,1,3,2021,778259.6291,4812.011026,Downtown,Sold
10175,Townhouse,Chicago,4112,1,1,2001,587884.9711,5620.423317,Hyde Park,Sold
10176,House,Miami,3904,3,2,1956,1146587.263,2364.231414,South Beach,Available
10177,House,Chicago,3439,4,2,1991,1756177.147,5154.27988,Hyde Park,Available
10178,Apartment,New York,1832,2,2,2006,1428974.9,3268.780762,Brooklyn,Available
10179,Condo,Los Angeles,3746,4,1,1982,746244.6732,4670.354191,Beverly Hills,Sold
10180,Condo,San Francisco,1255,5,3,2003,1947112.031,5521.481829,SoMa,Sold
10181,House,Los Angeles,4025,4,3,2004,1412544.345,2382.855474,Hollywood,Rented
10182,Apartment,Miami,2296,3,2,1958,362706.3969,3187.937719,Downtown,Rented
10183,Townhouse,Chicago,4469,1,3,1994,1419705.112,4648.065701,Lincoln Park,Rented
10184,Townhouse,Miami,3559,3,1,1987,1821030.852,2236.205195,South Beach,Sold
10185,House,Los Angeles,2677,3,3,1968,998686.0087,7550.26687,Hollywood,Sold
10186,Condo,Chicago,4056,2,1,1993,1485921.866,5927.489858,Hyde Park,Rented
10187,Apartment,Seattle,2550,3,2,2011,386499.1704,5213.003042,Queen Anne,Sold
10188,Condo,Seattle,2489,5,2,1962,310129.143,5969.481654,Queen Anne,Rented
10189,Townhouse,Miami,1054,2,2,1984,1293239.499,2255.944752,Downtown,Rented
10190,Condo,Seattle,765,2,3,1998,860638.5663,549.0623933,Capitol Hill,Rented
10191,Townhouse,Seattle,1422,4,1,1990,972794.7951,5355.147494,Queen Anne,Sold
10192,Apartment,New York,2571,3,2,2004,684094.8664,7734.86584,Bronx,Sold
10193,Apartment,Seattle,1033,4,1,1964,965664.6266,5440.189738,Downtown,Sold
10194,House,New York,4483,4,2,1963,288172.9105,1805.628915,Bronx,Available
10195,House,San Francisco,2193,2,1,2008,305170.3805,6939.403074,SoMa,Rented
10196,Condo,New York,2551,4,2,1995,943914.7731,4842.091275,Bronx,Rented
10197,Apartment,New York,4190,4,1,1977,960925.875,5131.680915,Queens,Sold
10198,Apartment,Los Angeles,3331,2,1,2008,1755691.13,4349.874776,Hollywood,Rented
10199,House,New York,4827,2,1,1987,727706.9049,6005.285386,Bronx,Sold
10200,Townhouse,New York,2759,1,3,1989,1386034.226,7694.012749,Brooklyn,Rented
10201,Condo,Los Angeles,4667,3,2,2000,675918.9532,3310.484659,Hollywood,Rented
10202,Condo,New York,1385,1,1,2018,684962.1852,4856.356313,Brooklyn,Sold
10203,House,Seattle,1958,2,3,1958,1446807.224,6906.576528,Queen Anne,Sold
10204,Apartment,New York,4295,5,3,1960,1167848.95,7091.680646,Queens,Rented
10205,House,San Francisco,3655,4,3,1969,808560.2047,6673.057225,SoMa,Sold
10206,House,New York,3910,4,1,1983,1018289.281,4706.056619,Queens,Sold
10207,House,New York,4524,2,1,2018,1704417.625,7521.707673,Queens,Rented
10208,House,San Francisco,1062,4,3,1982,1517214.745,1774.19737,Mission District,Rented
10209,Townhouse,Los Angeles,4526,1,2,1977,1875826.604,2023.944775,Beverly Hills,Sold
10210,Townhouse,Seattle,3471,4,1,2002,1766056.513,2128.219271,Queen Anne,Sold
10211,Apartment,New York,844,5,1,1985,1372128.111,3518.13084,Manhattan,Rented
10212,House,Seattle,3216,3,2,1990,461084.1496,5504.785747,Downtown,Sold
10213,Townhouse,Miami,3178,1,1,1979,787688.0145,3655.933651,Downtown,Sold
10214,Apartment,Seattle,2172,3,2,1976,1153784.824,7623.918243,Queen Anne,Sold
10215,House,Los Angeles,3627,3,2,1999,164284.9362,2304.732301,Hollywood,Sold
10216,Condo,Los Angeles,4453,5,1,1960,1394406.177,6607.844951,Hollywood,Sold
10217,Townhouse,New York,1619,5,3,1966,1962085.921,6365.273096,Brooklyn,Available
10218,Apartment,San Francisco,2412,5,1,1999,1672300.382,2982.333072,Downtown,Available
10219,Condo,Los Angeles,3502,5,3,1981,1406971.469,4030.046171,Hollywood,Rented
10220,House,San Francisco,2762,1,1,1972,1387995.141,6211.965638,SoMa,Rented
10221,House,Miami,1242,5,3,1994,1804364.646,6906.614523,South Beach,Sold
10222,House,San Francisco,4653,1,2,1967,1062526.173,5618.583742,SoMa,Rented
10223,Townhouse,Chicago,2952,4,3,1971,948642.1691,7416.748066,Hyde Park,Rented
10224,Apartment,San Francisco,3268,3,3,1977,1354709.039,5150.721398,Downtown,Rented
10225,Condo,Los Angeles,1282,4,1,1998,1188093.741,3544.128617,Beverly Hills,Sold
10226,Apartment,San Francisco,596,4,2,1991,1703799.551,5172.672574,SoMa,Rented
10227,Townhouse,San Francisco,1086,2,3,1964,1034289.047,5089.928896,Downtown,Rented
10228,Apartment,Chicago,2738,4,3,1969,1007546.152,4643.19218,The Loop,Rented
10229,Townhouse,Chicago,1416,4,1,1981,573552.4829,2797.548644,Lincoln Park,Rented
10230,House,New York,3849,2,2,2005,1313298.452,5504.366569,Bronx,Rented
10231,Condo,Los Angeles,3086,4,3,2021,841578.9917,6505.516525,Hollywood,Rented
10232,House,New York,4680,2,1,2002,1142347.501,7691.205038,Bronx,Rented
10233,Apartment,Chicago,2988,1,2,1992,215098.8953,4231.327453,Lincoln Park,Sold
10234,House,San Francisco,4293,3,3,1971,1438336.11,6142.329682,SoMa,Sold
10235,Condo,Chicago,3337,5,3,1969,1111936.953,6514.648103,Hyde Park,Rented
10236,House,Miami,2886,4,3,1950,1510236.57,5555.359975,Downtown,Rented
10237,Condo,San Francisco,2341,1,3,2000,575041.972,3342.381526,Downtown,Rented
10238,Condo,New York,1702,3,3,2006,1725411.324,5870.959939,Queens,Sold
10239,House,San Francisco,1229,1,2,1991,1754456.79,7831.669078,Mission District,Rented
10240,Townhouse,Miami,816,2,3,2001,930438.4687,5048.716297,Downtown,Rented
10241,Apartment,Chicago,575,1,3,1975,280988.5483,6035.972628,Hyde Park,Rented
